date,STATE,Abnormal_Weather,State_Partisan_Learning,google_search_climate,google_search_hoax
10/1/2008,ARKANSAS,0,Conservative,18,0
11/1/2008,ARKANSAS,0,Conservative,0,0
12/1/2008,ARKANSAS,0,Conservative,38,0
1/1/2009,ARKANSAS,0,Conservative,22,0
2/1/2009,ARKANSAS,0,Conservative,26,0
3/1/2009,ARKANSAS,0,Conservative,34,0
4/1/2009,ARKANSAS,1,Conservative,17,0
5/1/2009,ARKANSAS,12,Conservative,7,0
6/1/2009,ARKANSAS,3,Conservative,8,0
7/1/2009,ARKANSAS,6,Conservative,22,0
8/1/2009,ARKANSAS,3,Conservative,15,0
9/1/2009,ARKANSAS,6,Conservative,37,0
10/1/2009,ARKANSAS,21,Conservative,19,0
11/1/2009,ARKANSAS,0,Conservative,41,0
12/1/2009,ARKANSAS,8,Conservative,24,0
1/1/2010,ARKANSAS,0,Conservative,13,0
2/1/2010,ARKANSAS,0,Conservative,54,0
3/1/2010,ARKANSAS,0,Conservative,16,0
4/1/2010,ARKANSAS,1,Conservative,13,0
5/1/2010,ARKANSAS,4,Conservative,21,0
6/1/2010,ARKANSAS,5,Conservative,12,0
7/1/2010,ARKANSAS,11,Conservative,15,0
8/1/2010,ARKANSAS,28,Conservative,7,0
9/1/2010,ARKANSAS,6,Conservative,10,0
10/1/2010,ARKANSAS,6,Conservative,14,0
11/1/2010,ARKANSAS,11,Conservative,30,0
12/1/2010,ARKANSAS,6,Conservative,17,0
1/1/2011,ARKANSAS,7,Conservative,17,0
2/1/2011,ARKANSAS,6,Conservative,17,0
3/1/2011,ARKANSAS,5,Conservative,13,0
4/1/2011,ARKANSAS,27,Conservative,10,0
5/1/2011,ARKANSAS,17,Conservative,16,0
6/1/2011,ARKANSAS,7,Conservative,5,0
7/1/2011,ARKANSAS,5,Conservative,9,0
8/1/2011,ARKANSAS,12,Conservative,10,0
9/1/2011,ARKANSAS,6,Conservative,15,0
10/1/2011,ARKANSAS,4,Conservative,20,0
11/1/2011,ARKANSAS,7,Conservative,26,0
12/1/2011,ARKANSAS,1,Conservative,12,0
1/1/2012,ARKANSAS,1,Conservative,17,0
2/1/2012,ARKANSAS,2,Conservative,7,0
3/1/2012,ARKANSAS,5,Conservative,13,0
4/1/2012,ARKANSAS,0,Conservative,19,0
5/1/2012,ARKANSAS,1,Conservative,9,0
6/1/2012,ARKANSAS,10,Conservative,0,0
7/1/2012,ARKANSAS,17,Conservative,7,0
8/1/2012,ARKANSAS,21,Conservative,13,0
9/1/2012,ARKANSAS,18,Conservative,11,0
10/1/2012,ARKANSAS,6,Conservative,22,0
11/1/2012,ARKANSAS,6,Conservative,16,0
12/1/2012,ARKANSAS,7,Conservative,13,0
1/1/2013,ARKANSAS,7,Conservative,14,0
2/1/2013,ARKANSAS,3,Conservative,13,0
3/1/2013,ARKANSAS,3,Conservative,15,0
4/1/2013,ARKANSAS,2,Conservative,13,0
5/1/2013,ARKANSAS,5,Conservative,17,0
6/1/2013,ARKANSAS,3,Conservative,5,0
7/1/2013,ARKANSAS,4,Conservative,8,0
8/1/2013,ARKANSAS,5,Conservative,12,0
9/1/2013,ARKANSAS,2,Conservative,15,0
10/1/2013,ARKANSAS,3,Conservative,9,0
11/1/2013,ARKANSAS,0,Conservative,14,0
12/1/2013,ARKANSAS,4,Conservative,11,0
1/1/2014,ARKANSAS,1,Conservative,20,0
2/1/2014,ARKANSAS,0,Conservative,25,0
3/1/2014,ARKANSAS,0,Conservative,20,0
4/1/2014,ARKANSAS,2,Conservative,30,0
5/1/2014,ARKANSAS,1,Conservative,24,0
6/1/2014,ARKANSAS,2,Conservative,13,0
7/1/2014,ARKANSAS,2,Conservative,9,0
8/1/2014,ARKANSAS,1,Conservative,13,0
9/1/2014,ARKANSAS,0,Conservative,24,0
10/1/2014,ARKANSAS,0,Conservative,13,0
11/1/2014,ARKANSAS,0,Conservative,27,0
12/1/2014,ARKANSAS,0,Conservative,14,0
1/1/2015,ARKANSAS,0,Conservative,12,0
2/1/2015,ARKANSAS,0,Conservative,17,0
3/1/2015,ARKANSAS,4,Conservative,22,0
4/1/2015,ARKANSAS,4,Conservative,28,0
5/1/2015,ARKANSAS,14,Conservative,20,0
6/1/2015,ARKANSAS,7,Conservative,16,0
7/1/2015,ARKANSAS,8,Conservative,12,0
8/1/2015,ARKANSAS,2,Conservative,19,0
9/1/2015,ARKANSAS,1,Conservative,27,0
10/1/2015,ARKANSAS,1,Conservative,19,0
11/1/2015,ARKANSAS,7,Conservative,37,0
12/1/2015,ARKANSAS,7,Conservative,26,0
1/1/2016,ARKANSAS,1,Conservative,17,0
2/1/2016,ARKANSAS,0,Conservative,17,0
3/1/2016,ARKANSAS,11,Conservative,23,0
4/1/2016,ARKANSAS,5,Conservative,38,0
5/1/2016,ARKANSAS,4,Conservative,17,0
6/1/2016,ARKANSAS,6,Conservative,9,0
7/1/2016,ARKANSAS,5,Conservative,9,0
8/1/2016,ARKANSAS,7,Conservative,13,0
9/1/2016,ARKANSAS,0,Conservative,24,0
10/1/2016,ARKANSAS,0,Conservative,34,0
11/1/2016,ARKANSAS,3,Conservative,35,0
12/1/2016,ARKANSAS,1,Conservative,34,0
1/1/2017,ARKANSAS,1,Conservative,44,0
2/1/2017,ARKANSAS,1,Conservative,25,0
3/1/2017,ARKANSAS,1,Conservative,30,0
4/1/2017,ARKANSAS,14,Conservative,41,0
5/1/2017,ARKANSAS,6,Conservative,24,0
6/1/2017,ARKANSAS,3,Conservative,36,0
7/1/2017,ARKANSAS,14,Conservative,19,0
8/1/2017,ARKANSAS,4,Conservative,19,0
9/1/2017,ARKANSAS,0,Conservative,26,0
10/1/2017,ARKANSAS,0,Conservative,27,0
11/1/2017,ARKANSAS,7,Conservative,24,0
12/1/2017,ARKANSAS,5,Conservative,29,0
1/1/2004,CALIFORNIA,0,Liberal,2,0
2/1/2004,CALIFORNIA,0,Liberal,8,0
3/1/2004,CALIFORNIA,0,Liberal,5,0
4/1/2004,CALIFORNIA,0,Liberal,9,0
5/1/2004,CALIFORNIA,0,Liberal,5,0
6/1/2004,CALIFORNIA,0,Liberal,5,0
7/1/2004,CALIFORNIA,0,Liberal,2,0
8/1/2004,CALIFORNIA,1,Liberal,3,0
9/1/2004,CALIFORNIA,0,Liberal,4,0
10/1/2004,CALIFORNIA,2,Liberal,5,0
11/1/2004,CALIFORNIA,0,Liberal,7,0
12/1/2004,CALIFORNIA,0,Liberal,7,0
1/1/2005,CALIFORNIA,14,Liberal,3,0
2/1/2005,CALIFORNIA,7,Liberal,5,0
3/1/2005,CALIFORNIA,2,Liberal,4,0
4/1/2005,CALIFORNIA,0,Liberal,6,0
5/1/2005,CALIFORNIA,1,Liberal,6,0
6/1/2005,CALIFORNIA,1,Liberal,5,0
7/1/2005,CALIFORNIA,9,Liberal,3,0
8/1/2005,CALIFORNIA,5,Liberal,3,0
9/1/2005,CALIFORNIA,0,Liberal,4,0
10/1/2005,CALIFORNIA,1,Liberal,5,0
11/1/2005,CALIFORNIA,0,Liberal,5,0
12/1/2005,CALIFORNIA,2,Liberal,4,0
1/1/2006,CALIFORNIA,5,Liberal,3,0
2/1/2006,CALIFORNIA,0,Liberal,7,0
3/1/2006,CALIFORNIA,0,Liberal,8,0
4/1/2006,CALIFORNIA,3,Liberal,6,0
5/1/2006,CALIFORNIA,2,Liberal,9,0
6/1/2006,CALIFORNIA,0,Liberal,6,6
7/1/2006,CALIFORNIA,2,Liberal,5,0
8/1/2006,CALIFORNIA,0,Liberal,6,0
9/1/2006,CALIFORNIA,1,Liberal,5,0
10/1/2006,CALIFORNIA,1,Liberal,7,0
11/1/2006,CALIFORNIA,0,Liberal,9,0
12/1/2006,CALIFORNIA,0,Liberal,7,0
1/1/2007,CALIFORNIA,0,Liberal,10,0
2/1/2007,CALIFORNIA,0,Liberal,14,5
3/1/2007,CALIFORNIA,1,Liberal,10,0
4/1/2007,CALIFORNIA,0,Liberal,13,0
5/1/2007,CALIFORNIA,0,Liberal,11,4
6/1/2007,CALIFORNIA,0,Liberal,9,0
7/1/2007,CALIFORNIA,5,Liberal,7,0
8/1/2007,CALIFORNIA,3,Liberal,7,3
9/1/2007,CALIFORNIA,8,Liberal,9,0
10/1/2007,CALIFORNIA,4,Liberal,12,0
11/1/2007,CALIFORNIA,3,Liberal,12,3
12/1/2007,CALIFORNIA,1,Liberal,12,6
1/1/2008,CALIFORNIA,6,Liberal,10,0
2/1/2008,CALIFORNIA,0,Liberal,10,3
3/1/2008,CALIFORNIA,0,Liberal,11,0
4/1/2008,CALIFORNIA,1,Liberal,12,3
5/1/2008,CALIFORNIA,3,Liberal,13,0
6/1/2008,CALIFORNIA,6,Liberal,10,0
7/1/2008,CALIFORNIA,9,Liberal,8,0
8/1/2008,CALIFORNIA,0,Liberal,7,0
9/1/2008,CALIFORNIA,2,Liberal,9,0
10/1/2008,CALIFORNIA,2,Liberal,10,0
11/1/2008,CALIFORNIA,4,Liberal,9,0
12/1/2008,CALIFORNIA,1,Liberal,10,0
1/1/2009,CALIFORNIA,2,Liberal,8,2
2/1/2009,CALIFORNIA,1,Liberal,10,2
3/1/2009,CALIFORNIA,3,Liberal,11,2
4/1/2009,CALIFORNIA,5,Liberal,11,2
5/1/2009,CALIFORNIA,6,Liberal,10,2
6/1/2009,CALIFORNIA,2,Liberal,9,2
7/1/2009,CALIFORNIA,1,Liberal,7,2
8/1/2009,CALIFORNIA,2,Liberal,5,0
9/1/2009,CALIFORNIA,2,Liberal,10,2
10/1/2009,CALIFORNIA,5,Liberal,15,5
11/1/2009,CALIFORNIA,1,Liberal,16,7
12/1/2009,CALIFORNIA,4,Liberal,21,9
1/1/2010,CALIFORNIA,7,Liberal,9,5
2/1/2010,CALIFORNIA,3,Liberal,11,3
3/1/2010,CALIFORNIA,0,Liberal,11,2
4/1/2010,CALIFORNIA,1,Liberal,10,2
5/1/2010,CALIFORNIA,0,Liberal,11,3
6/1/2010,CALIFORNIA,0,Liberal,7,0
7/1/2010,CALIFORNIA,0,Liberal,5,1
8/1/2010,CALIFORNIA,1,Liberal,5,1
9/1/2010,CALIFORNIA,0,Liberal,7,1
10/1/2010,CALIFORNIA,2,Liberal,8,1
11/1/2010,CALIFORNIA,0,Liberal,8,3
12/1/2010,CALIFORNIA,6,Liberal,8,2
1/1/2011,CALIFORNIA,1,Liberal,7,2
2/1/2011,CALIFORNIA,1,Liberal,9,1
3/1/2011,CALIFORNIA,4,Liberal,9,2
4/1/2011,CALIFORNIA,0,Liberal,9,1
5/1/2011,CALIFORNIA,0,Liberal,10,4
6/1/2011,CALIFORNIA,1,Liberal,7,4
7/1/2011,CALIFORNIA,3,Liberal,5,1
8/1/2011,CALIFORNIA,0,Liberal,6,0
9/1/2011,CALIFORNIA,2,Liberal,7,2
10/1/2011,CALIFORNIA,0,Liberal,8,2
11/1/2011,CALIFORNIA,0,Liberal,9,1
12/1/2011,CALIFORNIA,0,Liberal,9,3
1/1/2012,CALIFORNIA,0,Liberal,6,1
2/1/2012,CALIFORNIA,0,Liberal,8,2
3/1/2012,CALIFORNIA,2,Liberal,8,2
4/1/2012,CALIFORNIA,0,Liberal,9,1
5/1/2012,CALIFORNIA,0,Liberal,9,0
6/1/2012,CALIFORNIA,0,Liberal,5,1
7/1/2012,CALIFORNIA,4,Liberal,6,3
8/1/2012,CALIFORNIA,4,Liberal,7,1
9/1/2012,CALIFORNIA,2,Liberal,8,2
10/1/2012,CALIFORNIA,1,Liberal,10,1
11/1/2012,CALIFORNIA,4,Liberal,13,2
12/1/2012,CALIFORNIA,8,Liberal,9,3
1/1/2013,CALIFORNIA,0,Liberal,8,2
2/1/2013,CALIFORNIA,0,Liberal,9,1
3/1/2013,CALIFORNIA,2,Liberal,9,1
4/1/2013,CALIFORNIA,0,Liberal,10,1
5/1/2013,CALIFORNIA,1,Liberal,12,2
6/1/2013,CALIFORNIA,2,Liberal,8,2
7/1/2013,CALIFORNIA,5,Liberal,6,1
8/1/2013,CALIFORNIA,6,Liberal,6,1
9/1/2013,CALIFORNIA,5,Liberal,9,3
10/1/2013,CALIFORNIA,0,Liberal,11,3
11/1/2013,CALIFORNIA,4,Liberal,12,3
12/1/2013,CALIFORNIA,0,Liberal,11,1
1/1/2014,CALIFORNIA,3,Liberal,11,3
2/1/2014,CALIFORNIA,9,Liberal,14,2
3/1/2014,CALIFORNIA,4,Liberal,13,3
4/1/2014,CALIFORNIA,0,Liberal,16,4
5/1/2014,CALIFORNIA,3,Liberal,21,5
6/1/2014,CALIFORNIA,1,Liberal,11,3
7/1/2014,CALIFORNIA,4,Liberal,8,4
8/1/2014,CALIFORNIA,9,Liberal,8,1
9/1/2014,CALIFORNIA,3,Liberal,17,3
10/1/2014,CALIFORNIA,0,Liberal,15,1
11/1/2014,CALIFORNIA,3,Liberal,16,4
12/1/2014,CALIFORNIA,17,Liberal,12,1
1/1/2015,CALIFORNIA,2,Liberal,11,2
2/1/2015,CALIFORNIA,4,Liberal,13,5
3/1/2015,CALIFORNIA,2,Liberal,17,2
4/1/2015,CALIFORNIA,3,Liberal,18,2
5/1/2015,CALIFORNIA,6,Liberal,19,4
6/1/2015,CALIFORNIA,3,Liberal,12,1
7/1/2015,CALIFORNIA,6,Liberal,10,2
8/1/2015,CALIFORNIA,4,Liberal,12,4
9/1/2015,CALIFORNIA,6,Liberal,17,3
10/1/2015,CALIFORNIA,9,Liberal,18,5
11/1/2015,CALIFORNIA,2,Liberal,23,4
12/1/2015,CALIFORNIA,3,Liberal,28,4
1/1/2016,CALIFORNIA,7,Liberal,15,2
2/1/2016,CALIFORNIA,2,Liberal,18,1
3/1/2016,CALIFORNIA,5,Liberal,19,1
4/1/2016,CALIFORNIA,3,Liberal,22,4
5/1/2016,CALIFORNIA,5,Liberal,23,4
6/1/2016,CALIFORNIA,5,Liberal,11,3
7/1/2016,CALIFORNIA,2,Liberal,9,2
8/1/2016,CALIFORNIA,4,Liberal,10,2
9/1/2016,CALIFORNIA,1,Liberal,15,9
10/1/2016,CALIFORNIA,7,Liberal,19,9
11/1/2016,CALIFORNIA,0,Liberal,35,21
12/1/2016,CALIFORNIA,16,Liberal,25,9
1/1/2017,CALIFORNIA,32,Liberal,26,10
2/1/2017,CALIFORNIA,31,Liberal,22,8
3/1/2017,CALIFORNIA,0,Liberal,26,7
4/1/2017,CALIFORNIA,1,Liberal,26,5
5/1/2017,CALIFORNIA,0,Liberal,29,5
6/1/2017,CALIFORNIA,7,Liberal,32,16
7/1/2017,CALIFORNIA,7,Liberal,14,4
8/1/2017,CALIFORNIA,7,Liberal,15,6
9/1/2017,CALIFORNIA,4,Liberal,28,5
10/1/2017,CALIFORNIA,1,Liberal,19,3
11/1/2017,CALIFORNIA,4,Liberal,21,5
12/1/2017,CALIFORNIA,0,Liberal,19,3
1/1/2004,COLORADO,1,Liberal,30,0
2/1/2004,COLORADO,0,Liberal,19,0
3/1/2004,COLORADO,0,Liberal,19,100
4/1/2004,COLORADO,2,Liberal,14,0
5/1/2004,COLORADO,0,Liberal,18,0
6/1/2004,COLORADO,0,Liberal,28,0
7/1/2004,COLORADO,0,Liberal,19,0
8/1/2004,COLORADO,0,Liberal,17,0
9/1/2004,COLORADO,1,Liberal,16,0
10/1/2004,COLORADO,1,Liberal,17,0
11/1/2004,COLORADO,1,Liberal,9,0
12/1/2004,COLORADO,1,Liberal,16,0
1/1/2005,COLORADO,1,Liberal,21,0
2/1/2005,COLORADO,3,Liberal,11,0
3/1/2005,COLORADO,2,Liberal,25,0
4/1/2005,COLORADO,7,Liberal,17,0
5/1/2005,COLORADO,6,Liberal,25,0
6/1/2005,COLORADO,4,Liberal,16,0
7/1/2005,COLORADO,6,Liberal,28,0
8/1/2005,COLORADO,4,Liberal,14,0
9/1/2005,COLORADO,3,Liberal,35,0
10/1/2005,COLORADO,0,Liberal,22,0
11/1/2005,COLORADO,3,Liberal,20,0
12/1/2005,COLORADO,0,Liberal,27,0
1/1/2006,COLORADO,1,Liberal,17,0
2/1/2006,COLORADO,3,Liberal,34,0
3/1/2006,COLORADO,3,Liberal,6,0
4/1/2006,COLORADO,6,Liberal,24,0
5/1/2006,COLORADO,3,Liberal,18,0
6/1/2006,COLORADO,2,Liberal,13,0
7/1/2006,COLORADO,4,Liberal,16,0
8/1/2006,COLORADO,7,Liberal,14,0
9/1/2006,COLORADO,4,Liberal,18,0
10/1/2006,COLORADO,1,Liberal,32,0
11/1/2006,COLORADO,1,Liberal,31,0
12/1/2006,COLORADO,7,Liberal,11,0
1/1/2007,COLORADO,2,Liberal,35,0
2/1/2007,COLORADO,3,Liberal,46,0
3/1/2007,COLORADO,2,Liberal,37,0
4/1/2007,COLORADO,4,Liberal,36,0
5/1/2007,COLORADO,3,Liberal,31,0
6/1/2007,COLORADO,2,Liberal,30,0
7/1/2007,COLORADO,7,Liberal,26,0
8/1/2007,COLORADO,7,Liberal,18,0
9/1/2007,COLORADO,2,Liberal,33,0
10/1/2007,COLORADO,0,Liberal,31,0
11/1/2007,COLORADO,0,Liberal,33,0
12/1/2007,COLORADO,2,Liberal,37,0
1/1/2008,COLORADO,1,Liberal,30,0
2/1/2008,COLORADO,0,Liberal,29,0
3/1/2008,COLORADO,1,Liberal,32,0
4/1/2008,COLORADO,0,Liberal,40,0
5/1/2008,COLORADO,0,Liberal,34,0
6/1/2008,COLORADO,0,Liberal,26,0
7/1/2008,COLORADO,4,Liberal,15,0
8/1/2008,COLORADO,2,Liberal,26,0
9/1/2008,COLORADO,0,Liberal,31,13
10/1/2008,COLORADO,0,Liberal,48,0
11/1/2008,COLORADO,0,Liberal,28,0
12/1/2008,COLORADO,0,Liberal,33,0
1/1/2009,COLORADO,0,Liberal,32,0
2/1/2009,COLORADO,0,Liberal,40,0
3/1/2009,COLORADO,3,Liberal,37,12
4/1/2009,COLORADO,1,Liberal,38,0
5/1/2009,COLORADO,0,Liberal,32,0
6/1/2009,COLORADO,2,Liberal,33,14
7/1/2009,COLORADO,2,Liberal,37,0
8/1/2009,COLORADO,1,Liberal,26,14
9/1/2009,COLORADO,1,Liberal,53,13
10/1/2009,COLORADO,2,Liberal,57,0
11/1/2009,COLORADO,0,Liberal,77,13
12/1/2009,COLORADO,1,Liberal,92,26
1/1/2010,COLORADO,3,Liberal,38,0
2/1/2010,COLORADO,2,Liberal,51,0
3/1/2010,COLORADO,1,Liberal,46,0
4/1/2010,COLORADO,2,Liberal,51,12
5/1/2010,COLORADO,0,Liberal,36,0
6/1/2010,COLORADO,1,Liberal,31,14
7/1/2010,COLORADO,3,Liberal,22,13
8/1/2010,COLORADO,2,Liberal,24,0
9/1/2010,COLORADO,0,Liberal,33,0
10/1/2010,COLORADO,2,Liberal,35,0
11/1/2010,COLORADO,2,Liberal,47,0
12/1/2010,COLORADO,0,Liberal,40,0
1/1/2011,COLORADO,1,Liberal,20,0
2/1/2011,COLORADO,0,Liberal,29,0
3/1/2011,COLORADO,0,Liberal,23,0
4/1/2011,COLORADO,0,Liberal,31,0
5/1/2011,COLORADO,0,Liberal,26,0
6/1/2011,COLORADO,0,Liberal,14,0
7/1/2011,COLORADO,5,Liberal,15,6
8/1/2011,COLORADO,3,Liberal,20,0
9/1/2011,COLORADO,0,Liberal,22,6
10/1/2011,COLORADO,1,Liberal,22,0
11/1/2011,COLORADO,0,Liberal,25,0
12/1/2011,COLORADO,3,Liberal,22,6
1/1/2012,COLORADO,5,Liberal,19,0
2/1/2012,COLORADO,1,Liberal,22,0
3/1/2012,COLORADO,1,Liberal,24,0
4/1/2012,COLORADO,1,Liberal,27,0
5/1/2012,COLORADO,3,Liberal,23,0
6/1/2012,COLORADO,4,Liberal,15,0
7/1/2012,COLORADO,4,Liberal,19,5
8/1/2012,COLORADO,4,Liberal,16,0
9/1/2012,COLORADO,1,Liberal,25,0
10/1/2012,COLORADO,3,Liberal,27,4
11/1/2012,COLORADO,1,Liberal,39,12
12/1/2012,COLORADO,1,Liberal,25,0
1/1/2013,COLORADO,4,Liberal,20,0
2/1/2013,COLORADO,4,Liberal,27,0
3/1/2013,COLORADO,2,Liberal,29,0
4/1/2013,COLORADO,4,Liberal,35,0
5/1/2013,COLORADO,4,Liberal,32,0
6/1/2013,COLORADO,5,Liberal,21,4
7/1/2013,COLORADO,6,Liberal,18,5
8/1/2013,COLORADO,7,Liberal,23,9
9/1/2013,COLORADO,21,Liberal,30,0
10/1/2013,COLORADO,0,Liberal,29,9
11/1/2013,COLORADO,0,Liberal,27,5
12/1/2013,COLORADO,0,Liberal,24,0
1/1/2014,COLORADO,0,Liberal,24,0
2/1/2014,COLORADO,0,Liberal,33,4
3/1/2014,COLORADO,0,Liberal,30,7
4/1/2014,COLORADO,0,Liberal,46,0
5/1/2014,COLORADO,4,Liberal,55,8
6/1/2014,COLORADO,0,Liberal,28,5
7/1/2014,COLORADO,7,Liberal,22,0
8/1/2014,COLORADO,2,Liberal,20,4
9/1/2014,COLORADO,1,Liberal,40,4
10/1/2014,COLORADO,1,Liberal,41,0
11/1/2014,COLORADO,0,Liberal,36,5
12/1/2014,COLORADO,1,Liberal,29,0
1/1/2015,COLORADO,0,Liberal,40,9
2/1/2015,COLORADO,0,Liberal,50,10
3/1/2015,COLORADO,2,Liberal,54,5
4/1/2015,COLORADO,4,Liberal,60,5
5/1/2015,COLORADO,6,Liberal,53,5
6/1/2015,COLORADO,5,Liberal,38,11
7/1/2015,COLORADO,1,Liberal,28,5
8/1/2015,COLORADO,1,Liberal,30,5
9/1/2015,COLORADO,0,Liberal,46,4
10/1/2015,COLORADO,0,Liberal,48,4
11/1/2015,COLORADO,1,Liberal,57,10
12/1/2015,COLORADO,0,Liberal,62,10
1/1/2016,COLORADO,0,Liberal,43,5
2/1/2016,COLORADO,0,Liberal,45,4
3/1/2016,COLORADO,1,Liberal,48,5
4/1/2016,COLORADO,0,Liberal,61,4
5/1/2016,COLORADO,1,Liberal,48,0
6/1/2016,COLORADO,1,Liberal,22,4
7/1/2016,COLORADO,4,Liberal,26,0
8/1/2016,COLORADO,4,Liberal,22,0
9/1/2016,COLORADO,0,Liberal,36,6
10/1/2016,COLORADO,0,Liberal,47,4
11/1/2016,COLORADO,0,Liberal,95,20
12/1/2016,COLORADO,0,Liberal,66,14
1/1/2017,COLORADO,0,Liberal,64,8
2/1/2017,COLORADO,0,Liberal,59,7
3/1/2017,COLORADO,0,Liberal,61,9
4/1/2017,COLORADO,0,Liberal,82,7
5/1/2017,COLORADO,1,Liberal,69,7
6/1/2017,COLORADO,0,Liberal,62,14
7/1/2017,COLORADO,4,Liberal,26,7
8/1/2017,COLORADO,1,Liberal,34,6
9/1/2017,COLORADO,0,Liberal,57,11
10/1/2017,COLORADO,0,Liberal,40,3
11/1/2017,COLORADO,0,Liberal,45,5
12/1/2017,COLORADO,0,Liberal,51,10
1/1/2004,CONNECTICUT,0,Liberal,9,0
2/1/2004,CONNECTICUT,0,Liberal,18,0
3/1/2004,CONNECTICUT,0,Liberal,11,0
4/1/2004,CONNECTICUT,0,Liberal,13,0
5/1/2004,CONNECTICUT,0,Liberal,12,0
6/1/2004,CONNECTICUT,0,Liberal,8,0
7/1/2004,CONNECTICUT,0,Liberal,9,0
8/1/2004,CONNECTICUT,0,Liberal,0,0
9/1/2004,CONNECTICUT,1,Liberal,18,0
10/1/2004,CONNECTICUT,0,Liberal,7,0
11/1/2004,CONNECTICUT,0,Liberal,11,0
12/1/2004,CONNECTICUT,0,Liberal,6,0
1/1/2005,CONNECTICUT,0,Liberal,9,0
2/1/2005,CONNECTICUT,0,Liberal,0,0
3/1/2005,CONNECTICUT,2,Liberal,5,0
4/1/2005,CONNECTICUT,1,Liberal,27,0
5/1/2005,CONNECTICUT,0,Liberal,8,0
6/1/2005,CONNECTICUT,2,Liberal,5,0
7/1/2005,CONNECTICUT,0,Liberal,6,0
8/1/2005,CONNECTICUT,1,Liberal,0,0
9/1/2005,CONNECTICUT,1,Liberal,12,0
10/1/2005,CONNECTICUT,3,Liberal,9,0
11/1/2005,CONNECTICUT,0,Liberal,4,0
12/1/2005,CONNECTICUT,1,Liberal,12,0
1/1/2006,CONNECTICUT,2,Liberal,6,0
2/1/2006,CONNECTICUT,0,Liberal,8,0
3/1/2006,CONNECTICUT,0,Liberal,3,0
4/1/2006,CONNECTICUT,0,Liberal,12,0
5/1/2006,CONNECTICUT,0,Liberal,11,0
6/1/2006,CONNECTICUT,0,Liberal,3,0
7/1/2006,CONNECTICUT,0,Liberal,5,0
8/1/2006,CONNECTICUT,0,Liberal,6,0
9/1/2006,CONNECTICUT,0,Liberal,11,0
10/1/2006,CONNECTICUT,3,Liberal,12,0
11/1/2006,CONNECTICUT,0,Liberal,9,0
12/1/2006,CONNECTICUT,0,Liberal,13,0
1/1/2007,CONNECTICUT,0,Liberal,13,0
2/1/2007,CONNECTICUT,0,Liberal,21,0
3/1/2007,CONNECTICUT,0,Liberal,13,0
4/1/2007,CONNECTICUT,0,Liberal,19,0
5/1/2007,CONNECTICUT,0,Liberal,21,0
6/1/2007,CONNECTICUT,0,Liberal,8,0
7/1/2007,CONNECTICUT,0,Liberal,9,0
8/1/2007,CONNECTICUT,0,Liberal,10,0
9/1/2007,CONNECTICUT,0,Liberal,15,0
10/1/2007,CONNECTICUT,0,Liberal,13,0
11/1/2007,CONNECTICUT,0,Liberal,24,0
12/1/2007,CONNECTICUT,0,Liberal,15,0
1/1/2008,CONNECTICUT,0,Liberal,15,0
2/1/2008,CONNECTICUT,0,Liberal,13,0
3/1/2008,CONNECTICUT,1,Liberal,23,100
4/1/2008,CONNECTICUT,0,Liberal,19,0
5/1/2008,CONNECTICUT,0,Liberal,18,0
6/1/2008,CONNECTICUT,0,Liberal,17,0
7/1/2008,CONNECTICUT,0,Liberal,10,0
8/1/2008,CONNECTICUT,1,Liberal,8,0
9/1/2008,CONNECTICUT,3,Liberal,14,0
10/1/2008,CONNECTICUT,0,Liberal,19,0
11/1/2008,CONNECTICUT,0,Liberal,14,0
12/1/2008,CONNECTICUT,0,Liberal,12,0
1/1/2009,CONNECTICUT,0,Liberal,12,0
2/1/2009,CONNECTICUT,0,Liberal,16,0
3/1/2009,CONNECTICUT,0,Liberal,13,0
4/1/2009,CONNECTICUT,0,Liberal,24,0
5/1/2009,CONNECTICUT,0,Liberal,24,0
6/1/2009,CONNECTICUT,0,Liberal,13,0
7/1/2009,CONNECTICUT,1,Liberal,16,96
8/1/2009,CONNECTICUT,1,Liberal,7,0
9/1/2009,CONNECTICUT,0,Liberal,18,0
10/1/2009,CONNECTICUT,0,Liberal,19,0
11/1/2009,CONNECTICUT,0,Liberal,21,84
12/1/2009,CONNECTICUT,0,Liberal,28,0
1/1/2010,CONNECTICUT,0,Liberal,23,80
2/1/2010,CONNECTICUT,0,Liberal,18,0
3/1/2010,CONNECTICUT,1,Liberal,22,0
4/1/2010,CONNECTICUT,0,Liberal,22,0
5/1/2010,CONNECTICUT,0,Liberal,22,87
6/1/2010,CONNECTICUT,0,Liberal,11,0
7/1/2010,CONNECTICUT,0,Liberal,4,0
8/1/2010,CONNECTICUT,0,Liberal,4,0
9/1/2010,CONNECTICUT,0,Liberal,8,0
10/1/2010,CONNECTICUT,1,Liberal,14,0
11/1/2010,CONNECTICUT,0,Liberal,16,0
12/1/2010,CONNECTICUT,1,Liberal,10,0
1/1/2011,CONNECTICUT,0,Liberal,11,0
2/1/2011,CONNECTICUT,0,Liberal,13,0
3/1/2011,CONNECTICUT,1,Liberal,15,0
4/1/2011,CONNECTICUT,0,Liberal,10,0
5/1/2011,CONNECTICUT,0,Liberal,12,0
6/1/2011,CONNECTICUT,0,Liberal,11,0
7/1/2011,CONNECTICUT,0,Liberal,4,0
8/1/2011,CONNECTICUT,4,Liberal,7,0
